Visibility,Module,Package,Class,Method/Property name,Kind,Deprecated?,Scylla-only?,Counted to total sum,Priority,Status,Stub anchor,Github issue?,Implemented and waiting as PRs,Merged to master,Comment
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexOnTable,andColumnEntries(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexOnTable,andColumnFull(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexOnTable,andColumnFull(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexOnTable,"andColumn(CqlIdentifier, String)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexOnTable,"andColumn(String, String)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexStart,ifNotExists(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexStart,custom(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexStart,usingSASI(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexStart,"onTable(CqlIdentifier, CqlIdentifier)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexStart,onTable(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexStart,"onTable(String, String)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateIndexStart,onTable(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateKeyspace,"(interface, no declared members)",type,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateKeyspaceStart,ifNotExists(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedView,"(interface, no declared members)",type,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewPrimaryKey,withClusteringColumn(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewPrimaryKey,withClusteringColumn(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewPrimaryKeyStart,withPartitionKey(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewPrimaryKeyStart,withPartitionKey(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewSelection,all(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewSelection,column(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewSelection,column(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewSelection,columnsIds(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewSelection,columns(CqlIdentifier...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewSelection,columns(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewSelection,columns(String...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewSelectionWithColumns,"(interface, no declared members)",type,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewStart,ifNotExists(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewStart,asSelectFrom(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewStart,asSelectFrom(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewStart,"asSelectFrom(CqlIdentifier, CqlIdentifier)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewStart,"asSelectFrom(String, String)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewWhere,"(interface, no declared members)",type,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateMaterializedViewWhereStart,"(interface, no declared members)",type,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateTable,"withClusteringColumn(CqlIdentifier, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateTable,"withClusteringColumn(String, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateTable,"withColumn(CqlIdentifier, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateTable,"withColumn(String, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateTable,"withStaticColumn(CqlIdentifier, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateTable,"withStaticColumn(String, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateTableStart,ifNotExists(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateTableWithOptions,withCompactStorage(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateTableWithOptions,withExtensions(Map),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateType,"(interface, no declared members)",type,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,CreateTypeStart,ifNotExists(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,Drop,ifExists(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,KeyspaceOptions,withDurableWrites(boolean),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,KeyspaceReplicationOptions,withSimpleStrategy(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,KeyspaceReplicationOptions,withNetworkTopologyStrategy(Map),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,KeyspaceReplicationOptions,withReplicationOptions(Map),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,OngoingCreateType,"withField(CqlIdentifier, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,OngoingCreateType,"withField(String, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,OngoingPartitionKey,"withPartitionKey(CqlIdentifier, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,OngoingPartitionKey,"withPartitionKey(String, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,OptionProvider,"withOption(String, Object)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,OptionProvider,getOptions(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withBloomFilterFpChance(double),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withCDC(boolean),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withCRCCheckChance(double),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,"withCaching(boolean, RowsPerPartition)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withComment(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withCompaction(CompactionStrategy),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,"withLZ4Compression(int, double)",method,1,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withLZ4Compression(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withLZ4Compression(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withZstdCompression(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withZstdCompression(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,"withSnappyCompression(int, double)",method,1,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withSnappyCompression(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withSnappyCompression(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,"withDeflateCompression(int, double)",method,1,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withDeflateCompression(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withDeflateCompression(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withCompression(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,"withCompression(String, int)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,"withCompression(String, int, double)",method,1,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withNoCompression(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withDcLocalReadRepairChance(double),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withDefaultTimeToLiveSeconds(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withGcGraceSeconds(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withMemtableFlushPeriodInMs(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withMinIndexInterval(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withMaxIndexInterval(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withReadRepairChance(double),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationOptions,withSpeculativeRetry(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationStructure,withClusteringOrderByIds(Map),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationStructure,withClusteringOrder(Map),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationStructure,"withClusteringOrder(CqlIdentifier, ClusteringOrder)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema,RelationStructure,"withClusteringOrder(String, ClusteringOrder)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,CompactionStrategy,withEnabled(boolean),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,CompactionStrategy,withTombstoneCompactionIntervalInSeconds(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,CompactionStrategy,withTombstoneThreshold(double),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,CompactionStrategy,withUncheckedTombstoneCompaction(boolean),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,LeveledCompactionStrategy,withSSTableSizeInMB(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,SizeTieredCompactionStrategy,withMaxThreshold(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,SizeTieredCompactionStrategy,withMinThreshold(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,SizeTieredCompactionStrategy,withMinSSTableSizeInBytes(long),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,SizeTieredCompactionStrategy,withOnlyPurgeRepairedTombstones(boolean),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,SizeTieredCompactionStrategy,withBucketHigh(double),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,SizeTieredCompactionStrategy,withBucketLow(double),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,SizeTieredCompactionStrategy,withColdReadsToOmit(double),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy,"withCompactionWindow(long, CompactionWindowUnit)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy,withUnsafeAggressiveSSTableExpiration(boolean),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy,withTimestampResolution(TimestampResolution),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy.CompactionWindowUnit,MINUTES,enum-constant,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy.CompactionWindowUnit,HOURS,enum-constant,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy.CompactionWindowUnit,DAYS,enum-constant,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy.CompactionWindowUnit,values(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy.CompactionWindowUnit,valueOf(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy.TimestampResolution,MICROSECONDS,enum-constant,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy.TimestampResolution,MILLISECONDS,enum-constant,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy.TimestampResolution,values(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.schema.compaction,TimeWindowCompactionStrategy.TimestampResolution,valueOf(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,selector(Selector),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,selectors(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,selectors(Selector...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,all(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,countAll(),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,column(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,column(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,columnsIds(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,columns(CqlIdentifier...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,columns(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,columns(String...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"add(Selector, Selector)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"subtract(Selector, Selector)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"multiply(Selector, Selector)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"divide(Selector, Selector)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"remainder(Selector, Selector)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,negate(Selector),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"field(Selector, CqlIdentifier)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"field(Selector, String)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"field(CqlIdentifier, CqlIdentifier)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"field(String, String)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"element(Selector, Term)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"element(CqlIdentifier, Term)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"element(String, Term)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"range(Selector, Term, Term)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"range(CqlIdentifier, Term, Term)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"range(String, Term, Term)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,listOf(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,listOf(Selector...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,setOf(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,setOf(Selector...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,tupleOf(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,tupleOf(Selector...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,mapOf(Map),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"mapOf(Map, DataType, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"typeHint(Selector, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"function(CqlIdentifier, Iterable)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"function(CqlIdentifier, Selector...)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"function(String, Iterable)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"function(String, Selector...)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"function(CqlIdentifier, CqlIdentifier, Iterable)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"function(CqlIdentifier, CqlIdentifier, Selector...)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"function(String, String, Iterable)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"function(String, String, Selector...)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,writeTime(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,writeTime(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,ttl(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,ttl(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"cast(Selector, DataType)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,toDate(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,toDate(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,toTimestamp(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,toTimestamp(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,toUnixTimestamp(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,toUnixTimestamp(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,literal(Object),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"literal(Object, CodecRegistry)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,"literal(T, TypeCodec)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,raw(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,as(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,OngoingSelection,as(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,groupBy(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,groupBy(Selector...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,groupByColumnIds(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,groupByColumnIds(CqlIdentifier...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,groupByColumns(Iterable),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,groupByColumns(String...),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,groupBy(Selector),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,groupBy(CqlIdentifier),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,groupBy(String),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,orderByIds(Map),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,orderBy(Map),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,"orderBy(CqlIdentifier, ClusteringOrder)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,"orderBy(String, ClusteringOrder)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,"orderByAnnOf(String, CqlVector)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,"orderByAnnOf(CqlIdentifier, CqlVector)",method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,limit(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,limit(BindMarker),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,perPartitionLimit(int),method,0,0,1,T1,host-side,,,,,
public,query-builder,com.datastax.oss.driver.api.querybuilder.select,Select,perPartitionLimit(BindMarker),method,0,0,1,T1,host-side,,,,,
